Time,Pressure
0.34,1.272e-15
0.341,4.48948e-16
0.342,-4.84532e-16
0.343,-1.53631e-15
0.344,-2.71444e-15
0.345,-4.02717e-15
0.346,-5.48286e-15
0.347,-7.09e-15
0.348,-8.85711e-15
0.349,-1.07928e-14
0.35,-1.29054e-14
0.351,-1.52035e-14
0.352,-1.76952e-14
0.353,-2.03885e-14
0.354,-2.32911e-14
0.355,-2.64101e-14
0.356,-2.97523e-14
0.357,-3.33238e-14
0.358,-3.71298e-14
0.359,-4.1175e-14
0.36,-4.54626e-14
0.361,-4.99951e-14
0.362,-5.47735e-14
0.363,-5.97973e-14
0.364,-6.50645e-14
0.365,-7.05711e-14
0.366,-7.63113e-14
0.367,-8.22768e-14
0.368,-8.84571e-14
0.369,-9.48389e-14
0.37,-1.01406e-13
0.371,-1.08139e-13
0.372,-1.15015e-13
0.373,-1.22007e-13
0.374,-1.29085e-13
0.375,-1.36214e-13
0.376,-1.43355e-13
0.377,-1.50464e-13
0.378,-1.5749e-13
0.379,-1.64379e-13
0.38,-1.71069e-13
0.381,-1.77495e-13
0.382,-1.83581e-13
0.383,-1.89248e-13
0.384,-1.94408e-13
0.385,-1.98965e-13
0.386,-2.02818e-13
0.387,-2.05854e-13
0.388,-2.07954e-13
0.389,-2.08991e-13
0.39,-2.08826e-13
0.391,-2.07313e-13
0.392,-2.04297e-13
0.393,-1.99613e-13
0.394,-1.93085e-13
0.395,-1.84528e-13
0.396,-1.73748e-13
0.397,-1.6054e-13
0.398,-1.44689e-13
0.399,-1.25971e-13
0.4,-1.04153e-13
0.401,-7.8992e-14
0.402,-5.02352e-14
0.403,-1.76226e-14
0.404,1.9114e-14
0.405,6.02502e-14
0.406,1.06068e-13
0.407,1.56855e-13
0.408,2.12904e-13
0.409,2.74509e-13
0.41,3.41968e-13
0.411,4.1558e-13
0.412,4.9564e-13
0.413,5.82443e-13
0.414,6.76277e-13
0.415,7.77422e-13
0.416,8.86149e-13
0.417,1.00272e-12
0.418,1.12737e-12
0.419,1.26032e-12
0.42,1.40178e-12
0.421,1.55192e-12
0.422,1.71088e-12
0.423,1.87877e-12
0.424,2.05566e-12
0.425,2.24156e-12
0.426,2.43647e-12
0.427,2.64028e-12
0.428,2.85286e-12
0.429,3.07398e-12
0.43,3.30337e-12
0.431,3.54065e-12
0.432,3.78535e-12
0.433,4.03691e-12
0.434,4.29468e-12
0.435,4.55785e-12
0.436,4.82554e-12
0.437,5.09669e-12
0.438,5.37014e-12
0.439,5.64452e-12
0.44,5.91836e-12
0.441,6.18998e-12
0.442,6.45751e-12
0.443,6.7189e-12
0.444,6.97189e-12
0.445,7.214e-12
0.446,7.44252e-12
0.447,7.6545e-12
0.448,7.84672e-12
0.449,8.01571e-12
0.45,8.15774e-12
0.451,8.26875e-12
0.452,8.34442e-12
0.453,8.3801e-12
0.454,8.37082e-12
0.455,8.31129e-12
0.456,8.19587e-12
0.457,8.0186e-12
0.458,7.77312e-12
0.459,7.45275e-12
0.46,7.05042e-12
0.461,6.55871e-12
0.462,5.96981e-12
0.463,5.27556e-12
0.464,4.46739e-12
0.465,3.53642e-12
0.466,2.47335e-12
0.467,1.26856e-12
0.468,-8.79058e-14
0.469,-1.60636e-12
0.47,-3.29741e-12
0.471,-5.17196e-12
0.472,-7.24117e-12
0.473,-9.51644e-12
0.474,-1.20094e-11
0.475,-1.47318e-11
0.476,-1.76956e-11
0.477,-2.09127e-11
0.478,-2.43952e-11
0.479,-2.81551e-11
0.48,-3.22041e-11
0.481,-3.65541e-11
0.482,-4.12164e-11
0.483,-4.62023e-11
0.484,-5.15223e-11
0.485,-5.71867e-11
0.486,-6.32051e-11
0.487,-6.9586e-11
0.488,-7.63376e-11
0.489,-8.34665e-11
0.49,-9.09786e-11
0.491,-9.88781e-11
0.492,-1.07168e-10
0.493,-1.15849e-10
0.494,-1.24922e-10
0.495,-1.34383e-10
0.496,-1.44227e-10
0.497,-1.54446e-10
0.498,-1.65032e-10
0.499,-1.75971e-10
0.5,-1.87245e-10
0.501,-1.98837e-10
0.502,-2.10721e-10
0.503,-2.22871e-10
0.504,-2.35255e-10
0.505,-2.47836e-10
0.506,-2.60573e-10
0.507,-2.7342e-10
0.508,-2.86322e-10
0.509,-2.99224e-10
0.51,-3.12059e-10
0.511,-3.24757e-10
0.512,-3.37239e-10
0.513,-3.4942e-10
0.514,-3.61206e-10
0.515,-3.72496e-10
0.516,-3.83179e-10
0.517,-3.93137e-10
0.518,-4.02241e-10
0.519,-4.10354e-10
0.52,-4.17327e-10
0.521,-4.23004e-10
0.522,-4.27215e-10
0.523,-4.2978e-10
0.524,-4.30509e-10
0.525,-4.292e-10
0.526,-4.25638e-10
0.527,-4.19597e-10
0.528,-4.1084e-10
0.529,-3.99116e-10
0.53,-3.84163e-10
0.531,-3.65704e-10
0.532,-3.43452e-10
0.533,-3.17108e-10
0.534,-2.86358e-10
0.535,-2.5088e-10
0.536,-2.10335e-10
0.537,-1.64377e-10
0.538,-1.12646e-10
0.539,-5.47739e-11
0.54,9.61981e-12
0.541,8.09234e-11
0.542,1.59534e-10
0.543,2.45856e-10
0.544,3.40301e-10
0.545,4.43285e-10
0.546,5.55227e-10
0.547,6.76551e-10
0.548,8.07678e-10
0.549,9.49032e-10
0.55,1.10103e-09
0.551,1.26409e-09
0.552,1.43861e-09
0.553,1.62498e-09
0.554,1.8236e-09
0.555,2.03483e-09
0.556,2.25901e-09
0.557,2.49647e-09
0.558,2.7475e-09
0.559,3.01238e-09
0.56,3.29133e-09
0.561,3.58455e-09
0.562,3.89218e-09
0.563,4.21434e-09
0.564,4.55107e-09
0.565,4.90234e-09
0.566,5.2681e-09
0.567,5.64819e-09
0.568,6.04237e-09
0.569,6.45036e-09
0.57,6.87173e-09
0.571,7.30599e-09
0.572,7.75255e-09
0.573,8.21067e-09
0.574,8.67953e-09
0.575,9.15814e-09
0.576,9.64541e-09
0.577,1.01401e-08
0.578,1.06408e-08
0.579,1.11459e-08
0.58,1.16536e-08
0.581,1.21622e-08
0.582,1.26693e-08
0.583,1.31728e-08
0.584,1.36701e-08
0.585,1.41584e-08
0.586,1.46348e-08
0.587,1.5096e-08
0.588,1.55385e-08
0.589,1.59587e-08
0.59,1.63525e-08
0.591,1.67157e-08
0.592,1.70438e-08
0.593,1.73317e-08
0.594,1.75746e-08
0.595,1.77667e-08
0.596,1.79025e-08
0.597,1.79759e-08
0.598,1.79803e-08
0.599,1.7909e-08
0.6,1.77551e-08
0.601,1.75111e-08
0.602,1.71691e-08
0.603,1.67213e-08
0.604,1.6159e-08
0.605,1.54737e-08
0.606,1.46561e-08
0.607,1.36969e-08
0.608,1.25865e-08
0.609,1.13146e-08
0.61,9.87116e-09
0.611,8.24543e-09
0.612,6.42657e-09
0.613,4.40349e-09
0.614,2.16485e-09
0.615,-3.00872e-10
0.616,-3.00539e-09
0.617,-5.96056e-09
0.618,-9.17834e-09
0.619,-1.26707e-08
0.62,-1.64499e-08
0.621,-2.05278e-08
0.622,-2.49164e-08
0.623,-2.96278e-08
0.624,-3.46735e-08
0.625,-4.00652e-08
0.626,-4.5814e-08
0.627,-5.19308e-08
0.628,-5.8426e-08
0.629,-6.53096e-08
0.63,-7.25909e-08
0.631,-8.02787e-08
0.632,-8.83807e-08
0.633,-9.6904e-08
0.634,-1.05855e-07
0.635,-1.15238e-07
0.636,-1.25057e-07
0.637,-1.35315e-07
0.638,-1.46012e-07
0.639,-1.57148e-07
0.64,-1.68722e-07
0.641,-1.80728e-07
0.642,-1.93161e-07
0.643,-2.06012e-07
0.644,-2.19271e-07
0.645,-2.32925e-07
0.646,-2.46959e-07
0.647,-2.61353e-07
0.648,-2.76087e-07
0.649,-2.91136e-07
0.65,-3.06472e-07
0.651,-3.22063e-07
0.652,-3.37875e-07
0.653,-3.53868e-07
0.654,-3.7e-07
0.655,-3.86222e-07
0.656,-4.02483e-07
0.657,-4.18726e-07
0.658,-4.3489e-07
0.659,-4.50907e-07
0.66,-4.66705e-07
0.661,-4.82208e-07
0.662,-4.97332e-07
0.663,-5.11987e-07
0.664,-5.26079e-07
0.665,-5.39505e-07
0.666,-5.52159e-07
0.667,-5.63925e-07
0.668,-5.74683e-07
0.669,-5.84303e-07
0.67,-5.92651e-07
0.671,-5.99585e-07
0.672,-6.04953e-07
0.673,-6.08601e-07
0.674,-6.10362e-07
0.675,-6.10065e-07
0.676,-6.07531e-07
0.677,-6.02572e-07
0.678,-5.94993e-07
0.679,-5.84592e-07
0.68,-5.71159e-07
0.681,-5.54477e-07
0.682,-5.34323e-07
0.683,-5.10463e-07
0.684,-4.8266e-07
0.685,-4.50668e-07
0.686,-4.14237e-07
0.687,-3.73107e-07
0.688,-3.27016e-07
0.689,-2.75695e-07
0.69,-2.18869e-07
0.691,-1.56261e-07
0.692,-8.75876e-08
0.693,-1.25634e-08
0.694,6.90997e-08
0.695,1.57692e-07
0.696,2.53505e-07
0.697,3.56831e-07
0.698,4.6796e-07
0.699,5.87183e-07
0.7,7.14786e-07
0.701,8.51053e-07
0.702,9.96262e-07
0.703,1.15069e-06
0.704,1.31459e-06
0.705,1.48823e-06
0.706,1.67185e-06
0.707,1.86569e-06
0.708,2.06996e-06
0.709,2.28487e-06
0.71,2.5106e-06
0.711,2.74734e-06
0.712,2.99521e-06
0.713,3.25436e-06
0.714,3.52486e-06
0.715,3.8068e-06
0.716,4.10022e-06
0.717,4.40513e-06
0.718,4.7215e-06
0.719,5.04926e-06
0.72,5.38831e-06
0.721,5.7385e-06
0.722,6.09965e-06
0.723,6.4715e-06
0.724,6.85378e-06
0.725,7.24612e-06
0.726,7.64812e-06
0.727,8.05932e-06
0.728,8.47919e-06
0.729,8.90712e-06
0.73,9.34245e-06
0.731,9.78443e-06
0.732,1.02323e-05
0.733,1.0685e-05
0.734,1.11417e-05
0.735,1.16013e-05
0.736,1.20625e-05
0.737,1.25243e-05
0.738,1.29851e-05
0.739,1.34435e-05
0.74,1.3898e-05
0.741,1.43469e-05
0.742,1.47884e-05
0.743,1.52206e-05
0.744,1.56415e-05
0.745,1.6049e-05
0.746,1.64408e-05
0.747,1.68144e-05
0.748,1.71675e-05
0.749,1.74974e-05
0.75,1.78012e-05
0.751,1.8076e-05
0.752,1.83189e-05
0.753,1.85267e-05
0.754,1.86959e-05
0.755,1.88231e-05
0.756,1.89048e-05
0.757,1.89371e-05
0.758,1.89162e-05
0.759,1.88381e-05
0.76,1.86985e-05
0.761,1.84931e-05
0.762,1.82175e-05
0.763,1.78671e-05
0.764,1.74372e-05
0.765,1.69229e-05
0.766,1.63191e-05
0.767,1.56209e-05
0.768,1.4823e-05
0.769,1.392e-05
0.77,1.29065e-05
0.771,1.17769e-05
0.772,1.05255e-05
0.773,9.14667e-06
0.774,7.63452e-06
0.775,5.98317e-06
0.776,4.18667e-06
0.777,2.239e-06
0.778,1.34118e-07
0.779,-2.13404e-06
0.78,-4.57158e-06
0.781,-7.18459e-06
0.782,-9.97913e-06
0.783,-1.29613e-05
0.784,-1.6137e-05
0.785,-1.95123e-05
0.786,-2.3093e-05
0.787,-2.68848e-05
0.788,-3.08935e-05
0.789,-3.51244e-05
0.79,-3.95831e-05
0.791,-4.42746e-05
0.792,-4.92038e-05
0.793,-5.43756e-05
0.794,-5.97944e-05
0.795,-6.54643e-05
0.796,-7.13893e-05
0.797,-7.75728e-05
0.798,-8.40182e-05
0.799,-9.0728e-05
0.8,-9.77047e-05
0.801,-0.00010495
0.802,-0.000112466
0.803,-0.000120253
0.804,-0.000128311
0.805,-0.00013664
0.806,-0.000145239
0.807,-0.000154107
0.808,-0.000163241
0.809,-0.000172639
0.81,-0.000182296
0.811,-0.000192208
0.812,-0.00020237
0.813,-0.000212775
0.814,-0.000223416
0.815,-0.000234284
0.816,-0.000245372
0.817,-0.000256667
0.818,-0.000268159
0.819,-0.000279836
0.82,-0.000291684
0.821,-0.000303687
0.822,-0.000315831
0.823,-0.000328097
0.824,-0.000340467
0.825,-0.000352921
0.826,-0.000365437
0.827,-0.000377993
0.828,-0.000390564
0.829,-0.000403126
0.83,-0.000415649
0.831,-0.000428106
0.832,-0.000440467
0.833,-0.000452698
0.834,-0.000464768
0.835,-0.00047664
0.836,-0.000488277
0.837,-0.000499641
0.838,-0.000510692
0.839,-0.000521388
0.84,-0.000531684
0.841,-0.000541536
0.842,-0.000550896
0.843,-0.000559716
0.844,-0.000567944
0.845,-0.000575528
0.846,-0.000582414
0.847,-0.000588546
0.848,-0.000593866
0.849,-0.000598316
0.85,-0.000601834
0.851,-0.000604357
0.852,-0.000605822
0.853,-0.000606163
0.854,-0.000605313
0.855,-0.000603202
0.856,-0.00059976
0.857,-0.000594917
0.858,-0.000588598
0.859,-0.000580731
0.86,-0.000571238
0.861,-0.000560045
0.862,-0.000547073
0.863,-0.000532244
0.864,-0.000515478
0.865,-0.000496696
0.866,-0.000475817
0.867,-0.000452759
0.868,-0.000427441
0.869,-0.00039978
0.87,-0.000369694
0.871,-0.0003371
0.872,-0.000301917
0.873,-0.000264062
0.874,-0.000223453
0.875,-0.000180009
0.876,-0.000133648
0.877,-8.42919e-05
0.878,-3.18605e-05
0.879,2.37238e-05
0.88,8.25377e-05
0.881,0.000144656
0.882,0.000210153
0.883,0.000279099
0.884,0.000351564
0.885,0.000427616
0.886,0.00050732
0.887,0.000590737
0.888,0.000677927
0.889,0.000768947
0.89,0.000863849
0.891,0.000962684
0.892,0.0010655
0.893,0.00117233
0.894,0.00128322
0.895,0.00139821
0.896,0.00151731
0.897,0.00164056
0.898,0.00176797
0.899,0.00189957
0.9,0.00203535
0.901,0.00217532
0.902,0.00231947
0.903,0.00246781
0.904,0.00262031
0.905,0.00277695
0.906,0.00293771
0.907,0.00310254
0.908,0.00327141
0.909,0.00344426
0.91,0.00362105
0.911,0.0038017
0.912,0.00398615
0.913,0.0041743
0.914,0.00436609
0.915,0.0045614
0.916,0.00476013
0.917,0.00496218
0.918,0.00516742
0.919,0.00537571
0.92,0.00558693
0.921,0.00580091
0.922,0.00601752
0.923,0.00623657
0.924,0.0064579
0.925,0.00668132
0.926,0.00690664
0.927,0.00713366
0.928,0.00736217
0.929,0.00759195
0.93,0.00782277
0.931,0.00805439
0.932,0.00828657
0.933,0.00851905
0.934,0.00875158
0.935,0.00898387
0.936,0.00921566
0.937,0.00944666
0.938,0.00967657
0.939,0.00990509
0.94,0.0101319
0.941,0.0103567
0.942,0.0105792
0.943,0.010799
0.944,0.0110158
0.945,0.0112292
0.946,0.011439
0.947,0.0116447
0.948,0.011846
0.949,0.0120426
0.95,0.0122341
0.951,0.01242
0.952,0.0126001
0.953,0.012774
0.954,0.0129413
0.955,0.0131015
0.956,0.0132545
0.957,0.0133997
0.958,0.0135368
0.959,0.0136654
0.96,0.0137852
0.961,0.0138957
0.962,0.0139966
0.963,0.0140876
0.964,0.0141683
0.965,0.0142383
0.966,0.0142973
0.967,0.0143449
0.968,0.0143808
0.969,0.0144047
0.97,0.0144162
0.971,0.014415
0.972,0.0144009
0.973,0.0143736
0.974,0.0143327
0.975,0.014278
0.976,0.0142092
0.977,0.0141262
0.978,0.0140286
0.979,0.0139162
0.98,0.0137889
0.981,0.0136465
0.982,0.0134888
0.983,0.0133156
0.984,0.0131268
0.985,0.0129224
0.986,0.0127022
0.987,0.0124661
0.988,0.0122141
0.989,0.0119461
0.99,0.0116622
0.991,0.0113624
0.992,0.0110466
0.993,0.010715
0.994,0.0103675
0.995,0.0100044
0.996,0.00962574
0.997,0.00923164
0.998,0.0088223
0.999,0.00839791
1,0.00795869
1.001,0.0075049
1.002,0.00703679
1.003,0.00655467
1.004,0.00605885
1.005,0.00554968
1.006,0.00502753
1.007,0.0044928
1.008,0.0039459
1.009,0.00338727
1.01,0.0028174
1.011,0.00223675
1.012,0.00164586
1.013,0.00104526
1.014,0.0004355
1.015,-0.000182826
1.016,-0.000809117
1.017,-0.00144275
1.018,-0.00208308
1.019,-0.00272944
1.02,-0.00338115
1.021,-0.00403751
1.022,-0.0046978
1.023,-0.00536128
1.024,-0.0060272
1.025,-0.00669481
1.026,-0.00736332
1.027,-0.00803194
1.028,-0.00869988
1.029,-0.00936631
1.03,-0.0100304
1.031,-0.0106914
1.032,-0.0113484
1.033,-0.0120006
1.034,-0.0126471
1.035,-0.0132871
1.036,-0.0139197
1.037,-0.0145442
1.038,-0.0151596
1.039,-0.0157651
1.04,-0.0163599
1.041,-0.0169432
1.042,-0.017514
1.043,-0.0180718
1.044,-0.0186155
1.045,-0.0191444
1.046,-0.0196579
1.047,-0.020155
1.048,-0.020635
1.049,-0.0210973
1.05,-0.0215411
1.051,-0.0219658
1.052,-0.0223706
1.053,-0.022755
1.054,-0.0231183
1.055,-0.02346
1.056,-0.0237795
1.057,-0.0240762
1.058,-0.0243498
1.059,-0.0245997
1.06,-0.0248254
1.061,-0.0250267
1.062,-0.0252031
1.063,-0.0253544
1.064,-0.0254802
1.065,-0.0255804
1.066,-0.0256546
1.067,-0.0257028
1.068,-0.0257249
1.069,-0.0257207
1.07,-0.0256902
1.071,-0.0256335
1.072,-0.0255505
1.073,-0.0254415
1.074,-0.0253064
1.075,-0.0251456
1.076,-0.0249593
1.077,-0.0247477
1.078,-0.0245111
1.079,-0.02425
1.08,-0.0239647
1.081,-0.0236557
1.082,-0.0233235
1.083,-0.0229686
1.084,-0.0225916
1.085,-0.0221932
1.086,-0.0217741
1.087,-0.0213348
1.088,-0.0208763
1.089,-0.0203992
1.09,-0.0199044
1.091,-0.0193928
1.092,-0.0188652
1.093,-0.0183227
1.094,-0.017766
1.095,-0.0171964
1.096,-0.0166147
1.097,-0.016022
1.098,-0.0154194
1.099,-0.0148079
1.1,-0.0141888
1.101,-0.0135631
1.102,-0.012932
1.103,-0.0122967
1.104,-0.0116583
1.105,-0.011018
1.106,-0.010377
1.107,-0.00973656
1.108,-0.00909785
1.109,-0.00846208
1.11,-0.00783045
1.111,-0.00720416
1.112,-0.00658441
1.113,-0.00597238
1.114,-0.00536924
1.115,-0.00477616
1.116,-0.00419426
1.117,-0.00362468
1.118,-0.0030685
1.119,-0.0025268
1.12,-0.00200062
1.121,-0.00149099
1.122,-0.000998873
1.123,-0.000525231
1.124,-7.09713e-05
1.125,0.000363036
1.126,0.000775961
1.127,0.00116702
1.128,0.00153547
1.129,0.00188062
1.13,0.00220183
1.131,0.00249852
1.132,0.00277013
1.133,0.00301621
1.134,0.00323631
1.135,0.00343009
1.136,0.00359723
1.137,0.00373749
1.138,0.00385069
1.139,0.00393671
1.14,0.00399549
1.141,0.00402706
1.142,0.00403149
1.143,0.00400891
1.144,0.00395954
1.145,0.00388366
1.146,0.00378161
1.147,0.00365379
1.148,0.00350069
1.149,0.00332284
1.15,0.00312085
1.151,0.00289539
1.152,0.0026472
1.153,0.00237708
1.154,0.00208588
1.155,0.00177452
1.156,0.00144398
1.157,0.0010953
1.158,0.000729566
1.159,0.000347924
1.16,-4.84313e-05
1.161,-0.000458255
1.162,-0.000880256
1.163,-0.0013131
1.164,-0.0017554
1.165,-0.00220576
1.166,-0.0026627
1.167,-0.00312476
1.168,-0.00359041
1.169,-0.00405811
1.17,-0.00452629
1.171,-0.00499337
1.172,-0.00545774
1.173,-0.00591779
1.174,-0.00637189
1.175,-0.00681841
1.176,-0.00725571
1.177,-0.00768215
1.178,-0.00809612
1.179,-0.008496
1.18,-0.00888017
